,year_state,year,state_id,total_non_renew_gen,total_renew_gen,total_generation,PercentageRenewable,PercentageNonRenewable
0,2004_AK,2004,AK,5019476.93,1507234.29,6526711.22,23.093319731710146,76.90668026828985
1,2004_AL,2004,AL,122803647.2979,14524489.4221,137328136.72,10.576484738676792,89.42351526132322
2,2004_AR,2004,AR,46245778.07,5579442.75,51825220.82,10.765883216163399,89.2341167838366
3,2004_AZ,2004,AZ,91929737.78,6967969.23,98897707.01,7.045632745858746,92.95436725414125
4,2004_CA,2004,CA,136588036.732,56221539.278,192809576.01,29.159101140850023,70.84089885914999
5,2004_CO,2004,CO,46607508.05,1257982.88,47865490.93,2.6281624936004806,97.37183750639952
6,2004_CT,2004,CT,31144789.748,1418010.382,32562800.13,4.354694241093817,95.64530575890619
7,2004_DC,2004,DC,36487.0,0.0,36487.0,0.0,100.0
8,2004_DE,2004,DE,7502541.54,0.0,7502541.54,0.0,100.0
9,2004_FL,2004,FL,209720993.877,5409790.183,215130784.06,2.514651822907506,97.48534817709249
10,2004_GA,2004,GA,120734333.6524,5990910.0676,126725243.72,4.727479617902289,95.27252038209771
11,2004_HI,2004,HI,10721368.31,692096.56,11413464.870000001,6.063860255260066,93.93613974473993
12,2004_IA,2004,IA,41142382.42,2097775.44,43240157.86,4.851451853603385,95.14854814639662
13,2004_ID,2004,ID,1827647.11,8906759.62,10734406.729999999,82.97393460141416,17.026065398585846
14,2004_IL,2004,IL,191053294.06,811026.5599999999,191864320.62,0.4227083792229884,99.577291620777
15,2004_IN,2004,IN,126774679.85,587194.72,127361874.57,0.461044344693018,99.53895565530698
16,2004_KS,2004,KS,46411474.18,369426.0,46780900.18,0.7896940815130762,99.21030591848692
17,2004_KY,2004,KY,90338067.48,4191879.23,94529946.71000001,4.4344457771248855,95.56555422287512
18,2004_LA,2004,LA,87603401.39,4088650.89,91692052.28,4.45911154601981,95.54088845398019
19,2004_MA,2004,MA,44956861.26,1934259.9,46891121.16,4.1250024570749675,95.87499754292503
20,2004_MD,2004,MD,48880045.728,3172722.352,52052768.08,6.095203903707555,93.90479609629246
21,2004_ME,2004,ME,11724355.2177,7139307.1023,18863662.32,37.84687713970911,62.1531228602909
22,2004_MI,2004,MI,115350469.361,3023680.959,118374150.32000001,2.554342270526212,97.44565772947378
23,2004_MN,2004,MN,49700203.278,2681040.482,52381243.76,5.1183215394502115,94.8816784605498
24,2004_MO,2004,MO,86000005.79,1222395.45,87222401.24000001,1.4014696140232057,98.59853038597679
25,2004_MS,2004,MS,38769314.17,1567492.4300000002,40336806.6,3.886010227691153,96.11398977230886
26,2004_MT,2004,MT,17866494.96,8909852.99,26776347.950000003,33.275086679623165,66.72491332037683
27,2004_NC,2004,NC,118931395.524,7254881.036,126186276.56,5.749342348294424,94.25065765170558
28,2004_ND,2004,ND,29575621.83,1765989.68,31341611.509999998,5.634648618615336,94.36535138138467
29,2004_NE,2004,NE,31017735.45,990968.28,32008703.73,3.095933807126403,96.9040661928736
30,2004_NH,2004,NH,21640398.328,2252460.582,23892858.91,9.427338061487761,90.57266193851224
31,2004_NJ,2004,NJ,55017310.032,663099.628,55680409.66,1.1909029262698856,98.80909707373011
32,2004_NM,2004,NM,32287947.91,652411.8,32940359.71,1.980584929076963,98.01941507092303
33,2004_NV,2004,NV,34754806.95,2798207.57,37553014.52,7.4513527229877345,92.54864727701226
34,2004_NY,2004,NY,112089152.21,25347495.12,137436647.32999998,18.443039474862896,81.55696052513711
35,2004_OH,2004,OH,147246618.93,828896.88,148075515.81,0.5597798362989204,99.44022016370108
36,2004_OK,2004,OK,57076331.29,3564888.6,60641219.89,5.878655816071183,94.12134418392881
37,2004_OR,2004,OR,17126864.37,34399441.72,51526306.09,66.76093112499693,33.23906887500307
38,2004_PA,2004,PA,209668977.9979,4993251.8321,214662229.83,2.326097067031478,97.67390293296853
39,2004_RI,2004,RI,4832432.12,5460.96,4837893.08,0.11287888983276166,99.88712111016724
40,2004_SC,2004,SC,94884140.132,2950197.548,97834337.67999999,3.0155031637763114,96.9844968362237
41,2004_SD,2004,SD,3755026.66,3755187.0,7510213.66,50.001067479616815,49.998932520383185
42,2004_TN,2004,TN,87404312.44,10173932.24,97578244.67999999,10.426434983909163,89.57356501609084
43,2004_TX,2004,TX,374994212.37,5665121.35,380659333.72,1.4882391808543092,98.51176081914569
44,2004_UT,2004,UT,37562364.888,649609.822,38211974.70999999,1.700016361180095,98.29998363881991
45,2004_VA,2004,VA,73340921.985,3037580.735,76378502.72,3.97701005757553,96.02298994242447
46,2004_VT,2004,VT,3879043.81,1591332.26,5470376.07,29.089997463373663,70.91000253662632
47,2004_WA,2004,WA,28239882.5,73307911.52,101547794.02,72.19055049641146,27.80944950358854
48,2004_WI,2004,WI,57286826.690799996,3256418.4592,60543245.15,5.378665202256672,94.62133479774333
49,2004_WV,2004,WV,88268019.98,1753559.61,90021579.59,1.947932504613364,98.05206749538664
50,2004_WY,2004,WY,43597131.96,1209661.2,44806793.160000004,2.69972723930596,97.30027276069403
51,2005_AK,2005,AK,5106869.39,1469783.73,6576653.119999999,22.348506195808003,77.651493804192
52,2005_AL,2005,AL,123960152.6447,13364866.09,137325018.7347,9.732287833012977,90.26771216698704
53,2005_AR,2005,AR,42956600.03,4837906.53,47794506.56,10.122306679590082,89.87769332040992
54,2005_AZ,2005,AZ,94887229.94,6578704.96,101465934.89999999,6.483658743679502,93.5163412563205
55,2005_CA,2005,CA,136540084.9447,63384664.7554,199924749.7001,31.704261153499548,68.29573884650046
56,2005_CO,2005,CO,47528393.78,2103791.84,49632185.620000005,4.2387652562941875,95.7612347437058
57,2005_CT,2005,CT,32362251.3256,1187492.5944,33549743.919999998,3.539498236503977,96.46050176349603
58,2005_DC,2005,DC,226042.0,0.0,226042.0,0.0,100.0
59,2005_DE,2005,DE,8136567.06,0.0,8136567.06,0.0,100.0
60,2005_FL,2005,FL,215248572.6484,4597291.6343,219845864.2827,2.0911431057844867,97.90885689421552
61,2005_GA,2005,GA,129600775.8215,7016666.2085,136617442.03,5.1359958905973375,94.86400410940267
62,2005_HI,2005,HI,10897273.991,625529.199,11522803.190000001,5.428620004053024,94.57137999594697
63,2005_IA,2005,IA,41264444.059,2722634.671,43987078.730000004,6.189623747719152,93.81037625228083
64,2005_ID,2005,ID,1705822.14,9119157.42,10824979.56,84.2417980510256,15.758201948974392
65,2005_IL,2005,IL,193202299.74,954801.02,194157100.76000002,0.4917672422293951,99.5082327577706
66,2005_IN,2005,IN,129785613.4427,504749.4273,130290362.87,0.3874035010583434,99.61259649894166
67,2005_KS,2005,KS,45425529.68,437160.0,45862689.68,0.9531931141636436,99.04680688583636
68,2005_KY,2005,KY,94438840.79,3383577.5100000002,97822418.30000001,3.458897836305075,96.54110216369493
69,2005_LA,2005,LA,89193455.4728,3486906.77,92680362.2428,3.762292988092939,96.23770701190708
70,2005_MA,2005,MA,45731750.813599996,1762977.2064,47494728.019999996,3.71194294587309,96.28805705412691
71,2005_MD,2005,MD,50385082.9882,2253516.3219,52638599.310100004,4.281109967657532,95.71889003234246
72,2005_ME,2005,ME,9630470.443,7945268.707,17575739.15,45.205886587136796,54.79411341286321
73,2005_MI,2005,MI,118755748.4005,2889495.9196,121645244.3201,2.3753463900294505,97.62465360997055
74,2005_MN,2005,MN,49548036.6503,3358048.1697,52906084.82,6.347187060098921,93.65281293990108
75,2005_MO,2005,MO,89602622.385,1254506.85,90857129.235,1.3807467400331845,98.61925325996683
76,2005_MS,2005,MS,43507378.73,1568314.12,45075692.849999994,3.479290102581308,96.5207098974187
77,2005_MT,2005,MT,18286183.39,9652592.92,27938776.310000002,34.54908981301765,65.45091018698234
78,2005_NC,2005,NC,122353810.5862,7379914.7038,129733725.28999999,5.688509049827502,94.3114909501725
79,2005_ND,2005,ND,30360456.62,1572158.01,31932614.630000003,4.923361360215682,95.07663863978432
80,2005_NE,2005,NE,30454703.6033,1010726.07,31465429.6733,3.212179463284596,96.7878205367154
81,2005_NH,2005,NH,21733594.9647,2680834.8653,24414429.83,10.980534396940287,89.01946560305971
82,2005_NJ,2005,NJ,60021746.3506,586933.2038,60608679.5544,0.9683979392311155,99.03160206076889
83,2005_NM,2005,NM,34171373.93,964266.69,35135640.62,2.7444118649458114,97.2555881350542
84,2005_NV,2005,NV,37956125.9901,2965086.22,40921212.210099995,7.245841606002499,92.7541583939975
85,2005_NY,2005,NY,121133023.5853,26936556.5989,148069580.1842,18.191823442323983,81.80817655767602
86,2005_OH,2005,OH,156053129.62,914830.73,156967960.35,0.5828136697197008,99.4171863302803
87,2005_OK,2005,OK,66669985.4344,3613525.69,70283511.1244,5.1413562472770495,94.85864375272294
88,2005_OR,2005,OR,16958869.0494,32560442.2506,49519311.3,65.75301916729201,34.24698083270799
89,2005_PA,2005,PA,214216226.8855,3791112.5045,218007339.39000002,1.7389838870139882,98.26101611298601
90,2005_RI,2005,RI,6046559.42,6733.95,6053293.37,0.11124440182221004,99.8887555981778
91,2005_SC,2005,SC,98992543.9413,3522117.4887,102514661.43,3.4357207443005646,96.56427925569943
92,2005_SD,2005,SD,3288098.49,3232670.0,6520768.49,49.57498498769736,50.425015012302644
93,2005_TN,2005,TN,87746979.72,9272369.42,97019349.14,9.55723729564488,90.44276270435512
94,2005_TX,2005,TX,390563255.0932,6666967.0,397230222.0932,1.6783634852525808,98.32163651474742
95,2005_UT,2005,UT,37188813.77,969263.4,38158077.17,2.5401264211553034,97.45987357884471
96,2005_VA,2005,VA,76291028.0278,2520087.7522,78811115.78,3.1976298359165294,96.80237016408346
97,2005_VT,2005,VT,4083965.6,1632786.29,5716751.890000001,28.561433510104635,71.43856648989536
98,2005_WA,2005,WA,27809545.4122,74166041.3078,101975586.72,72.72921264129795,27.27078735870204
99,2005_WI,2005,WI,58874745.9681,2965598.862,61840344.8301,4.795572971249883,95.20442702875012
100,2005_WV,2005,WV,91998354.56,1602170.55,93600525.11,1.7117110701217946,98.2882889298782
101,2005_WY,2005,WY,44041666.85,1525638.73,45567305.58,3.3480994993691704,96.65190050063084
102,2007_AK,2007,AK,5518939.052,1302452.566,6821391.618000001,19.09364890535156,80.90635109464843
103,2007_AL,2007,AL,135889536.703,7936734.123,143826270.826,5.51827846013042,94.48172153986958
104,2007_AR,2007,AR,49706134.639,4890100.924,54596235.563,8.956846334867146,91.04315366513285
105,2007_AZ,2007,AZ,106576249.394,6764720.874,113340970.26799999,5.968469175801569,94.03153082419843
106,2007_CA,2007,CA,158690345.9605,52469158.1537,211159504.1142,24.848115823062102,75.1518841769379
107,2007_CO,2007,CO,51021191.389,2886300.74,53907492.129,5.354173651953825,94.64582634804617
108,2007_CT,2007,CT,32134804.6139,1029654.6131,33164459.226999998,3.104692906500743,96.89530709349926
109,2007_DC,2007,DC,75251.0,0.0,75251.0,0.0,100.0
110,2007_DE,2007,DE,8486047.254,48116.001000000004,8534163.255,0.5638045530920652,99.43619544690793
111,2007_FL,2007,FL,226780008.9741,4363703.5404,231143712.5145,1.8878746442762353,98.11212535572376
112,2007_GA,2007,GA,139778732.4419,5222147.7761,145000880.21800002,3.6014593623492615,96.39854063765073
113,2007_HI,2007,HI,10697644.6348,835704.9442,11533349.579,7.245986419432366,92.75401358056764
114,2007_IA,2007,IA,45919976.4721,3870378.4909,49790354.963,7.773349866206296,92.2266501337937
115,2007_ID,2007,ID,1809552.107,9674538.521,11484090.628,84.24296563292498,15.757034367075008
116,2007_IL,2007,IL,198818824.8675,1438479.581,200257304.4485,0.7183156614244414,99.28168433857556
117,2007_IN,2007,IN,130010524.6027,680049.5715,130690574.1742,0.5203508943143433,99.47964910568565
118,2007_KS,2007,KS,48959156.721,1163039.0,50122195.721,2.3204071235704355,97.67959287642957
119,2007_KY,2007,KY,95091109.366,2134210.042,97225319.40799999,2.1951175424211473,97.80488245757886
120,2007_LA,2007,LA,88771803.762,3806524.961,92578328.72299999,4.111680361382797,95.8883196386172
121,2007_MA,2007,MA,45897447.8275,1151061.6605,47048509.488,2.4465422454957584,97.55345775450425
122,2007_MD,2007,MD,47963737.9139,2234185.9061,50197923.82,4.450753609076257,95.54924639092374
123,2007_ME,2007,ME,8195681.7649,7932885.6701,16128567.434999999,49.185308627504895,50.81469137249511
124,2007_MI,2007,MI,115349366.3243,2544498.8536,117893865.1779,2.1582962351436956,97.84170376485632
125,2007_MN,2007,MN,49970265.815,4565088.7055,54535354.5205,8.370879305064333,91.62912069493568
126,2007_MO,2007,MO,89516809.2364,1617108.379,91133917.61539999,1.7744308829391726,98.22556911706084
127,2007_MS,2007,MS,48539998.7888,1314975.5559999999,49854974.3448,2.637601509742137,97.36239849025786
128,2007_MT,2007,MT,18960436.306,9971056.73,28931493.036000002,34.46436973575068,65.53563026424932
129,2007_NC,2007,NC,125338735.596,4792305.1632,130131040.7592,3.6826764277309403,96.31732357226906
130,2007_ND,2007,ND,29284433.163,1939671.878,31224105.040999997,6.212097594000021,93.78790240599997
131,2007_NE,2007,NE,31815966.793,1099904.265,32915871.058000002,3.341562078250622,96.65843792174937
132,2007_NH,2007,NH,20870879.261,2384109.364,23254988.625,10.252034100919712,89.74796589908028
133,2007_NJ,2007,NJ,62112363.956,558881.01,62671244.966,0.8917662483060621,99.10823375169394
134,2007_NM,2007,NM,34297398.465,1677210.936,35974609.401,4.662207495582642,95.33779250441737
135,2007_NV,2007,NV,29514016.8372,3299848.997,32813865.834200002,10.056264061276064,89.94373593872393
136,2007_NY,2007,NY,117355937.8801,27196374.9894,144552312.86949998,18.814209506251586,81.18579049374843
137,2007_OH,2007,OH,154082859.277,564147.6900000001,154647006.967,0.3647970310349317,99.63520296896507
138,2007_OK,2007,OK,69785024.246,5028796.6983,74813820.94430001,6.721748247618596,93.27825175238141
139,2007_OR,2007,OR,19264948.196,35812845.741,55077793.93699999,65.02229515939591,34.977704840604105
140,2007_PA,2007,PA,221848016.9638,3992081.3612,225840098.32500002,1.767658352439747,98.23234164756025
141,2007_RI,2007,RI,6890722.95,159121.0,7049843.95,2.2570854210184326,97.74291457898157
142,2007_SC,2007,SC,101062976.0857,2339165.5733,103402141.65900001,2.262202248203049,97.73779775179695
143,2007_SD,2007,SD,3069303.505,2592865.0,5662168.505,45.79279118433796,54.20720881566204
144,2007_TN,2007,TN,89907645.348,5205763.401,95113408.749,5.473217151472065,94.52678284852794
145,2007_TX,2007,TX,393570778.8821,11932048.903,405502827.7851,2.9425316139406807,97.05746838605933
146,2007_UT,2007,UT,44639188.094,733386.619,45372574.713,1.6163654446303053,98.3836345553697
147,2007_VA,2007,VA,76202032.2354,2158474.8636,78360507.099,2.754544276842161,97.24545572315783
148,2007_VT,2007,VT,4713428.218,1110153.287,5823581.505000001,19.063067736698567,80.93693226330141
149,2007_WA,2007,WA,24390646.3358,82599584.361,106990230.6968,77.20292200797218,22.797077992027834
150,2007_WI,2007,WI,60546043.7471,2818831.7129,63364875.46,4.448571377181083,95.55142862281892
151,2007_WV,2007,WV,92511124.09200001,1421984.998,93933109.09,1.5138272455535942,98.48617275444641
152,2007_WY,2007,WY,44149181.385,1484305.002,45633486.386999995,3.252666231574292,96.74733376842572
153,2009_AK,2009,AK,5364876.564,1337282.825,6702159.389,19.953014355266326,80.04698564473367
154,2009_AL,2009,AL,127402404.3251,15951482.083,143353886.4081,11.127345398637678,88.87265460136233
155,2009_AR,2009,AR,51579117.909,5878621.122,57457739.031,10.231208573710715,89.76879142628928
156,2009_AZ,2009,AZ,105170537.05,6800713.202,111971250.252,6.0736244229607745,93.92637557703922
157,2009_CA,2009,CA,151164984.7088,53602754.9782,204767739.68699998,26.177343687113552,73.82265631288647
158,2009_CO,2009,CO,45645749.648,4862723.954,50508473.602,9.627540900003458,90.37245909999655
159,2009_CT,2009,CT,29975422.4413,1230799.5907,31206222.032,3.944083937613124,96.05591606238687
160,2009_DC,2009,DC,35499.0,0.0,35499.0,0.0,100.0
161,2009_DE,2009,DE,4715951.506,125611.355,4841562.8610000005,2.5944381722652174,97.40556182773477
162,2009_FL,2009,FL,213668119.9722,4456985.1504,218125105.12260002,2.0433159896449764,97.95668401035502
163,2009_GA,2009,GA,122341617.859,6356758.585,128698376.44399999,4.939268668836697,95.06073133116331
164,2009_HI,2009,HI,10203661.623,806871.271,11010532.894,7.328176381360166,92.67182361863983
165,2009_IA,2009,IA,43312710.4438,8537923.1022,51850633.546000004,16.466381446671164,83.53361855332884
166,2009_ID,2009,ID,1798571.712,11301580.136,13100151.848,86.27060409017635,13.729395909823658
167,2009_IL,2009,IL,190198224.91,3666132.359,193864357.269,1.8910811717251312,98.10891882827487
168,2009_IN,2009,IN,114509556.6599,2208079.6689999998,116717636.3289,1.8918132155947933,98.1081867844052
169,2009_KS,2009,KS,43801243.0,2876064.55,46677307.55,6.161590505020464,93.83840949497954
170,2009_KY,2009,KY,86949251.337,3681175.283,90630426.62,4.0617433022075735,95.93825669779243
171,2009_LA,2009,LA,87393365.852,3600310.2509999997,90993676.103,3.9566598528502577,96.04334014714973
172,2009_MA,2009,MA,37196503.9282,1839629.9177,39036133.8459,4.712633492246359,95.28736650775365
173,2009_MD,2009,MD,41354471.4703,2420360.5097,43774831.98,5.529114334021483,94.47088566597853
174,2009_ME,2009,ME,8212706.1404,8137142.5246,16349848.665,49.76891646721551,50.231083532784496
175,2009_MI,2009,MI,98120905.6372,3126090.8352,101246996.4724,3.0875887128683117,96.91241128713169
176,2009_MN,2009,MN,44943452.3675,7037686.3982,51981138.7657,13.538923088856706,86.4610769111433
177,2009_MO,2009,MO,85396060.969,2958210.644,88354271.61299999,3.3481240804714463,96.65187591952856
178,2009_MS,2009,MS,47277205.078,1424279.0320000001,48701484.11,2.9245084785979847,97.07549152140203
179,2009_MT,2009,MT,16291229.37,10421505.899,26712735.269,39.01324890189777,60.98675109810223
180,2009_NC,2009,NC,110802991.2814,7107091.2937,117910082.57509999,6.027551790724351,93.97244820927565
181,2009_ND,2009,ND,29712113.71,4484352.97,34196466.68,13.11349798785703,86.88650201214297
182,2009_NE,2009,NE,33119372.699,1466856.441,34586229.14,4.241157470686901,95.7588425293131
183,2009_NH,2009,NH,17290037.786,2874084.184,20164121.97,14.253455658897703,85.7465443411023
184,2009_NJ,2009,NJ,61062957.3426,753417.404,61816374.7466,1.2187990756307479,98.78120092436924
185,2009_NM,2009,NM,37822993.676,1851345.004,39674338.68,4.666353783316547,95.33364621668345
186,2009_NV,2009,NV,33436125.621,4269007.149,37705132.769999996,11.32208491358669,88.67791508641332
187,2009_NY,2009,NY,101610471.5396,31504992.9118,133115464.4514,23.667417637491972,76.33258236250803
188,2009_OH,2009,OH,134929069.228,1161156.01,136090225.23799998,0.8532251364631989,99.14677486353682
189,2009_OK,2009,OK,68712053.3791,6348498.88,75060552.25909999,8.457836625136657,91.54216337486335
190,2009_OR,2009,OR,19387789.5843,37303066.8457,56690856.43000001,65.80085254446738,34.199147455532625
191,2009_PA,2009,PA,214246054.8243,5285510.7376999995,219531565.56199998,2.4076313236181375,97.59236867638187
192,2009_RI,2009,RI,7547488.45,149336.0,7696824.45,1.9402287393991426,98.05977126060085
193,2009_SC,2009,SC,97023261.175,3102225.231,100125486.406,3.098337238953078,96.90166276104691
194,2009_SD,2009,SD,3337324.167,4785727.803,8123051.970000001,58.91539067673847,41.08460932326153
195,2009_TN,2009,TN,69204290.576,10512598.074,79716888.65,13.187416433368288,86.8125835666317
196,2009_TX,2009,TX,375915171.0442,22060026.03,397975197.07420003,5.543065545837784,94.45693445416221
197,2009_UT,2009,UT,42221482.6452,1248323.1149,43469805.7601,2.8717016169550242,97.12829838304498
198,2009_VA,2009,VA,67550235.9245,2531830.1385,70082066.06300001,3.612664809601961,96.38733519039803
199,2009_VT,2009,VT,5367477.696,1914870.614,7282348.3100000005,26.294685896450893,73.7053141035491
200,2009_WA,2009,WA,26444796.198,78011060.273,104455856.471,74.68328048667922,25.316719513320773
201,2009_WI,2009,WI,56413596.493,3733366.5184,60146963.0114,6.207074025819714,93.79292597418029
202,2009_WV,2009,WV,68394985.571,2387528.733,70782514.30399999,3.3730487769139312,96.62695122308608
203,2009_WY,2009,WY,42836435.89,3192776.58,46029212.47,6.936413657046433,93.06358634295357
204,2010_AK,2010,AK,5306979.032,1440199.349,6747178.380999999,21.345209325658114,78.6547906743419
205,2010_AL,2010,AL,140705591.285,11444920.77,152150512.055,7.522104668213565,92.47789533178643
206,2010_AR,2010,AR,55716821.858,5277759.685,60994581.543000005,8.652833664051423,91.34716633594857
207,2010_AZ,2010,AZ,104586118.202,7164638.373,111750756.575,6.411266100191053,93.58873389980896
208,2010_CA,2010,CA,145542605.2542,58724747.2897,204267352.5439,28.74896382527854,71.25103617472146
209,2010_CO,2010,CO,45748324.9323,5010780.563,50759105.4953,9.871688072722181,90.12831192727782
210,2010_CT,2010,CT,32251626.8823,1097996.4277,33349623.310000002,3.2923802991524695,96.70761970084753
211,2010_DC,2010,DC,199858.0,0.0,199858.0,0.0,100.0
212,2010_DE,2010,DE,5489447.581,138197.419,5627645.0,2.4556882852418727,97.54431171475814
213,2010_FL,2010,FL,224695194.2189,4572022.2651,229267216.484,1.9941892849818197,98.00581071501819
214,2010_GA,2010,GA,131350873.498,6226067.766,137576941.264,4.525516928053107,95.47448307194689
215,2010_HI,2010,HI,10028926.339,807109.627,10836035.966,7.448384534090241,92.55161546590975
216,2010_IA,2010,IA,47215820.0487,10290790.5403,57506610.589,17.894969699828643,82.10503030017135
217,2010_ID,2010,ID,1856310.233,10168253.87,12024564.103,84.56234906230928,15.43765093769071
218,2010_IL,2010,IL,196096377.812,5256702.157,201353079.969,2.6106887254018227,97.38931127459819
219,2010_IN,2010,IN,121530780.649,3693880.4127,125224661.0617,2.949802683738127,97.05019731626187
220,2010_KS,2010,KS,44451195.68,3472564.56,47923760.24,7.24601855657727,92.75398144342273
